id,split,english,luganda,runyankore_rukiga,acholi,ateso,lugbara
SALT-TEST-0487,test,The team won three games in the league.,Ttiimu yawangudde emipiira esatu mu liigi.,Tiimu ekahangura emizaano eshatu omu mpaka,Team odiloni oloyo tuko adek ki gurup tuko odilo man.,Abu etimu ngol iteleka aboliasio auni kotoma abolobol.,Amuti nderi nde avita league ma alia na.
SALT-TEST-0488,test,Poland was granted deep relief on its debts.,Poland yaweebwa okuwummuzibwamu mu mabanja.,Poland ekaheebwa okwirukangirirwa kw’amaani  aha mabanja gayo.,Kiweko wel den madit tutwal ma obedo iwi lobo Poland.,Aponi kalakunai Poland kanuka apeseninike.,"Kari Poland, isu andra azakoma mari ofezu ra."
SALT-TEST-0489,test,The two leaders held a meeting to discuss the development of their regions.,Abakulembeze ababiri baafunye olukungaana okwogera ku nkulaakulana mu kitundu kyabwe.,Abeebembezi bombi bakagira orukiiko rw'okuhanuura aha by'entunguuka y'ebicweka byabo.,Lutela aryo-ni gurwate me nyamo lok I kom dongo lobo me rijongi.,Apotu engarenok kojaikinos keda airiamunet kanu aitetem apol naka ariinokec.,Drile iri 'diyi 'ye dri fuza e'yo angu kala yini 'diyi ma ezozani 'diyi onzezu
SALT-TEST-0490,test,"The kraal is dirty, please clean it.","Ekiraalo kikyafu, kirongoose.","Ekiraaro n'ekirofa,kiyonje.","Akul dyangi ne col tutwal, wutim-ber wuywee cilo me","Erono aujo noi, kolot italau.","Lico nderi ondiru, kirikirisi mi ini eri ra."
SALT-TEST-0491,test,Poor pay leads to crime.,Ensasula embi ereetera emisango.,Okushashurwa kubi nikureetera abantu kukora ebihagaro.,Cul ma rac weko dano timo bal,Atacio naronon eyauni akoko.,Musara omgbo were ri ni fe 'ba eyini e'yo onzi eyi 'yezu ni
SALT-TEST-0492,test,There is good security in the city.,Eby'okwerinda birungi mu kibuga.,Hariho ebyokweriinda  birungi omu rureembo.,Gwoko kuc tye I rwom me lamal I boma ne.,Ejai ayuwara naejok noi kosite.,Agei tema aku ambu ma aleari onyiru.
SALT-TEST-0493,test,If they did not comply more pliant people would be found.,"Singa tebakkiriza, abantu abalala abasendebwasendebwa bandisangiddwa.","Kuri nookgira ngu tibaraikiriize, bakaba nibaza kubona abandi abaraikirize.","Ka onongo pe guye, onongo kono kinongo dano mukene ma tic kwedgi yot",Arai mam kesi ecamunete epote itunga luitepegitos luipu alomun.,Ka andra e'yo nde atii ku 'ba ndra 'ba badi badi 'diyi azi isu 'dika
SALT-TEST-0494,test,"When locusts attack the crops, they destroy the whole agricultural economy.","Enzige bwe zirumba ebirime, zoonoona ebyobulimi byonna.","Enzigye kuzirikutaahirira ebihingwa, nizishiisha byona ebirikuruga omubuhingi.","Ka otwongo ocamo jami apura, eni tye ki adwoki marac i kom lobo wa ilok me biacara","Ne esurokina emase ikorion, enyamarete ikorion kere lu ekotore adumunia ikapun.","Ombi eyi ka nyaka eyi nya, eyi robia esu agirikica siri eza teketeke."
SALT-TEST-0495,test,Different African countries have their special dishes.,Abantu mu nsi ezitali zimu mu Afirika balina ebika by'emmere bya njawulo bye basinga okuwoomerwa.,Amahanga agatari gamw na gamwe omu africa geine emere zitarikushushana.,Lobo mapat-pat me Africa tye ki cam meggi mapigi tego botgi.,Akwapin nuegelegela ejaasi keda inyamat lueminasi kesi.,Kari Africani ndu ndu 'diyi ma nyaka yini le avasi 'diyi ci.
SALT-TEST-0496,test,Developed countries have good medical facilities.,Ensi ezaakula edda zirina amalwaliro amalungi.,Amahanga agakurakuriine giine amarwariro marungi.,Lobe ma gudongo gitye ki odi yadi mabeco adada.,Akwapin nuepolok ejaasi keda aijaanakin naka amukian naejok noi.,Kari zo'ba 'bo 'diyi ma angu aroni 'diyi onyiru
SALT-TEST-0497,test,New Zealand has won the rugby world cup five times in a row.,New Zealand ewangudde ekikopo ky'ensi yonna eky'omuzannyo gwa ragibe emirundi ettaano egy'omuddiringaanwa.,New Zealand esingire ekikopo ky'empaka z'okubaka okwabashaija emyaka etaano ekuratiine.,Lobo New Zealand otero kikopo me tuko rugby me wilobo tye abic teretere.,Eteleka New Zealand aboliasio eikopo loka akwap kere nuka rugby irwan akany nuetuputupasi.,New Zealand nde rugby world cup pale towi ndekokoru.
SALT-TEST-0498,test,Most primary school teachers are not satisfied with their salaries.,Abasomesa abasinga obungi aba pulayimale sibamativu n'omusaala gwaabwe.,Abeegyesa bingi ba puriimare tibamazirwe n'emishaara yaabo.,Pol pa lupwonye me praimari cwinygi pe yom ki mucara ma giculugi kwede.,Mam esisianakinak luko opuraimare eyalamasi keda iropitokec.,Emba'ba pramari sukuluni 'diyi ma pari apini yi vile oya yisi ku
SALT-TEST-0499,test,There is continued heavy gunfire in the Democratic Republic of Congo town of Beni.,Waliwo okubwatuka kw'amasasi okugenda mu maaso mu kibuga kya Democratic Republic of Congo eky'e Beni.,Okurwana kw'amaani nikugumizamui omuri DRC omu rurembo rwa Beni.,Kwoc pe muduku madongo tye ka mede I town me Beni ma tye I Democratic Republic me Congo,Ejai etosomae loka imudun koCongo Beni,Osu gbiza ni mu 'dani'da kari Democratic Republic Congo niri vile tawuni Beni niria.
SALT-TEST-0500,test,The little children waved at their parents while leaving.,Abaana abato baawuubira bazadde baabwe emikono bwe baali bagenda.,Abaana bakahubira emikono abazaire baabo obuba baire barikugyenda.,Lutino matino giwito cingi me moto lunyodogi ka gia ki paco.,Apotu idwe iyogata auriakake nautatar alosit.,Anzinyiri nde 'diyi ya dri yima tipika yini dri koria.
SALT-DEV-0001,dev,It's the government's responsibility to teach its people about various diseases,Buvunaanyizibwa bwa gavumenti okusomesa abantu baayo ku bulwadde obw'enjawulo,N'obujunanizibwa bwa Gavumenti okwegyesa abantu baayo ebikwatirane n'endwara nyingi.,Obedo tic pa gamente me pwonyo lwak i kom two mapat pat,Erai aswam apugan aisisianakin itunga ke nuikamunitos adekasinei nu egelegela.,Eri azi gamete ni imbata fezu 'ba ivile 'diyini azo ndundu eyi ma dria.
SALT-DEV-0002,dev,The issue of land grabbing is on a rise.,Ekibba ttaka kyeyongedde nnyo.,Eshonga y'okwiba eitaka neyeyongyera.,Time me mayo ngom tektek tye ka medde ameda.,Iyatasi noi akiro nuka aidem alupok.,E'yo angu opazaniri turia
SALT-DEV-0003,dev,Parents educate their children.,Abazadde basomesa abaana baabwe.,Abazaire nibegyesa abaana baabo.,Lunyodo pwonyo lutino gi,Itosiomete auriak idwe kec.,Tipika eyi onita fe anzi eyivile 'diyini
SALT-DEV-0004,dev,I passed all the questions in the examination paper.,Nnatuuka ebibuuzo byonna ebyali ku lupapula lw'ebibuuzo.,Nkahika ebibuuzo byona ebyabaire biri omu kigyezo.,Akato lapeny weng ma obedo i karatac peny.,Abu eong atub aingiseta kere luka apapula kangin.,Ma aga ozita karitasi obeta ni ma alia dria ra
SALT-DEV-0005,dev,Several musicians held a concert in honor of their fallen colleague.,Abayimbi abatali bamu baakoze ekivvulu okujjukira obulamu bwa muyimbi munnaabwe eyafa.,Abeshongozi bamwe bakozireho ekiterane mukwijuka mugyenzi wabo ofiire.,Lugo wer mapol guwero wer me po pi luremgi ma guto con.,Apotu ayook luipu kojaikinos keda aitodiaret kanu aitodun ayongit mama ejai oupakec loabu kotwana.,Ba karakarau ongo co'ba 'diyi 'ye avita inzita fezu yi ma alipi e'depi dra dri 'bori dri.
SALT-DEV-0006,dev,All the pupils took part in the class dance.,Abayizi bonna beetaba mu mazina g'ekibiina.,Boona abeegi bankejumbira omu kuziina kwa kiraasi.,Lutino ducu gunywako i myel me ot kilac.,Apotu esisiak kere kojaikinos toma atukot naka aikosi.,Anzi onitani dria 'du esele ongo tuza kilasiniri ma alia ra
SALT-DEV-0007,dev,Land can work as collateral security.,Ettaka lisobola okukola nga omusingo.,Eitaka niribaasa kukora nk'omusingo.,itwero jengo ngom pi gamo lim adena,Epedorio aitalakin aititingar alupok kwape ayuara.,Nyaku eco azi nga afa fele loni e'duzuri ru ra
SALT-DEV-0008,dev,She was fired and replaced with her secretary.,Yagobwa ku mulimu mu kifo kye ne bazzaawo omuwandiisi we.,Akabingwa kandi yaasimbuurwa owabaire ari omuhandiiki we.,Kiryeme woko ki dog ticce ci kileyo kakare ki lacocce.,Aponi kirengearai ngesi kosodete aburokin keda akalanike.,Ba dro eri ra eri ma paria karanini 'bazu'i
SALT-DEV-0009,dev,The school Chaplain led us in prayer at the assembly.,Omubuulizi w'essomero yatukulembeddemu mu kusaba ku paleedi.,Omuburizi w'eishomero akatwebembera mushara ahakiterane.,Gang lega me cukul otelo lega cawa me gure pa lutino.,Abu engarenon loka esomero kisingaren sio kotoma ailip.,Atalao sukulu ocepiri ce ama dri mungu zizasi 'bani 'ba trariani
SALT-DEV-0010,dev,Everyone should pay taxes.,Buli omu alina okusasula omusolo.,Bury'omwe ashemereire kushashura emishoro.,Dano weng myero ocul mucoro.,Ibusakinit itunga kere ailem isolosinei.,Le 'ba dria ma ofe musoro ra
SALT-DEV-0011,dev,Bitature lauded the Private Sector Foundation Uganda for the great work.,Bitature yatenderezza Private Sector Foundation Uganda olw'omulimu omulungi.,Bitature asiimire ekitongore kya Private sector Foundation Uganda ahabw'omurimo murungi ogukozirwe.,Bitature opako Private Sector Foundation me Uganda pi tic maber,Abu Bitature kitur Erionget Loka Itunga kanu aswamukec naejok noi.,Bitature eku amuti Private Sector Foundation Uganda niri ma ru azi ngaza okporurisi
SALT-DEV-0012,dev,Current ministers are losing in the party elections.,Baminisita abaliko bawangulwa mu kulonda kw'ebibiina.,Ba minisita abariho obwahati bariyo nibasingwa omu karuuru akarikubanza.,Minista mapol matye igamente man tye ka poto matek ibolo kwir me party,Iminisatan luejaas kopana ibironoros kotoma aseo naka ipatei,Minisita sawa ꞌdisi opia ꞌdiyi eꞌderia politikia eꞌde.
SALT-DEV-0013,dev,Each student was told to buy a book.,Buli muyizi yagambibwa okugula ekitabo.,Buri mwegi akaragirwa kugura ekitabo.,Kiwaco ki latin kwan acel acel me wilo buk,Aponi olimokinai ngol asioman agwela eitabo.,Ba ai sukulu mva dria buku jezu
SALT-DEV-0014,dev,Farming is the main source of income in my family.,Obulimu n'obulunzi kye kintu ekisinga obukulu ab'omu maka gange mwe bajja ssente.,Obuhingi n'oburiisa nibwo burugo bw'amaani obw'esente omuka yangye.,Pur aye obedo yo ma pire tek loyo me nongo cente I gangwa.,Erai akor epone loepol kakere loka adumun ikapun kokaleka.,Amvu azi eri geri lu afa dria esuzu ma vile akuri ma aliari'i
SALT-DEV-0015,dev,It is said that there are different waves of coronavirus.,Kigambibwa nti ekirwadde kya korona kiri mu mitendera egitali gimu.,Nikigambwa ngu hariho emiringo eshatu ya korona.,Ki waco ni two korona mako dano lumuku I nge kare manoknok.,Ebakai ebe ejaasi iponesio luegelegela luka ekorona.,Bani 'yorisi kini oli azo coronavirusnirini 'diyi ma wura ndu ndu
SALT-DEV-0016,dev,Its customers cannot easily switch to other networks.,Si kyangu bakasitoma baabwe kukyusa layini yaabwe kudda ku ndala.,Abantu abarikumuguraho tibakaaza aha mikutu endiijo,Jo matiyo kwedgi pe romo kobo bot dul mukene oyot-oyot.,Mam agwelak ace epedorete aitosom icenetiwaks kapatan.,Aje'ba eri ni 'diyi econi yi oja oseta azi 'diyiam ewa kokoru ru ku
SALT-DEV-0017,dev,Footballers need proteins to build and repair their bodies.,Abazannyi b'omupiira beetaaga emmere ezimba omubiri okuzimba n'okuddaabiriza emibiri gyabwe.,"Abateezi b'omupiira, nibetenga ekiriisa ekya puroteini okwombeka, n'okugarura busya emibiri yaabo.",Lutuku mito moc cam me protein wek okony oyub komgi,Ekotos apetok emopira inyamat lu edukete ka aitemonokin awate kec.,Ba mupira avipi 'diyi le nyaka 'ba rua sipi 'diyi eyi ma rua sizu.
SALT-DEV-0018,dev,The district has increased its efforts to fight off cancer.,Disitulikiti eyongeddemu amaanyi okumalawo kkookolo.,Disiturikiti eyongyeire amaani g'okurwanisa kokoro.,dictri komedo kero me lweny i kom two kanca,Eyataki edisitrikt agogong kanu aitiji ekansa.,Distrikiti o'tu okpo erini a'di 'dizu azo cancer niri be ri ra
SALT-DEV-0019,dev,A lot of costs were incurred in paying lawyers and transporting of witnesses.,Ssente nnyingi zaasaasaaanyizibwa mu kusasula bannamateeka n'okutambuza kw'abajulizi.,Bakashohoza sente nyingi omu kushashura ba puriida n'omu kureeta abajurizi.,Cente ocito tutwal me culu Lupilida ki tingo caden,Ipu ikapun itwasamaros atacia ipulidan ka ayanganaria ajenak.,ꞌBa eza sende angiri ꞌbani ꞌba kesi ma aga nyapi ꞌdiyi ofezu azini ꞌba ndremaaziru ꞌdiyi ojizu.
SALT-DEV-0020,dev,The public has been challenged to stay calm.,Abantu bakubiriziddwa okusigala nga bakkakkamu.,Abantu bahigirwe okuguma bacureire.,Kiwaco ki lwak me bedo labongo lworo.,Isinyikokinitai itunga asalakin iyamakina.,Ba ece o'bi yi dri ovuzu azi e'yere si
SALT-DEV-0021,dev,People do not believe that the established guidelines will control the virus.,Abantu tebakkiriza nti amateeka agaateekebwawo gajja kuziyiza akawuka.,"Abantu tibarikwikiriza ngu ebiragiro ebiteirweho, nibiija kurwanisa akakooko.",Dano pe giyee ni cik ma kiketo obi gengo two,Mam itunga ecamunitos ebe aicoreta nu itolomunitai itikitikete ekorona.,Ba eyi ai ni kini azita o'bale 'diyi eco azo korona niri ma okpo nde ra ri ku.
SALT-DEV-0022,dev,Muslim headquarter is located in Kibuli.,Ekitebbe ky'abasiraamu ekikulu kiri Kibuli.,"Ekitebe kikuru ky'abasiraamu, nikishangwa Kibuli.",Gang kal pa cilam tye i Kibuli,Ejai eyapesi loapolon loka isiramun Kibuli.,Isilamu eyi ma aku ambori eri kibuli'a
SALT-DEV-0023,dev,She reported the rapist to the police.,Yaloopye eyamusobyako ku poliisi.,Akahababira omuhambi aha poriisi.,En odoto ngat ma obutu kede tek tek ni bot abili,Abu ngesi olimo lo abui aisiol nges polis.,Eri to agu 'ba obipi okposi 'da polisi'a
SALT-DEV-0024,dev,It started raining while I was driving home.,Enkuba yatandise okutonnya nga nvuga okudda eka.,"Obu naabiire ninvuga ndikuza omuka, enjura ekatandika okugwa",Kot ocako cwer I kare ma atye kadwoyo motoka.,Abu edou kogeu aitep nautar eong airenge emotoka abongor ore.,Ozoo e'do 'di de ma nzuria mutukarisi akua
SALT-DEV-0025,dev,Her brother purchased some medicine for her.,Muganda we omulenzi yamugulira edagala erimu.,"Omubazi ogumwe, akagugurirwa munyaanya.",Omine owilo yat mo ite,Abu onaceke ogwelak nges ikee.,Eri ma adri je aro azi ki erini ra
SALT-DEV-0026,dev,People are not the primary blood hosts for mosquitoes.,Ensiri tezinywa musaayi gwa bantu gwokka.,Eshagama y'abantu tiyoyonka eyi esiri zirikukunda,Dano pe obedo gin matye ki remo me acel ma ober camo loyo.,Mam aokot nuka itunga eraasi nueminasi isiru bon.,Ba ada ovuni afa oko ari 'bapi yiyia yi dririni ku.
SALT-DEV-0027,dev,The health workers were committed to providing health services to the people.,Abasawo bali banyiikivu mu kuwa bantu obujjanjabi.,Abashaho bakaba nibafayo munonga okuhisya obuheereza ahabantu,Lutic yot kom gu cike me miyo kony me yot kom bot lwak,Akapakina eswamak lu adekis amukian itunga.,Azi'ba azi ngapi e'yo rua ala ni be 'diyi owi eyi azakoma e'yo rua alanisi 'diyi fezu 'ba eyidri
SALT-DEV-0028,dev,His music promoted peace and love among people in the region.,Ennyimba ze zaaleeta emirembe n'okwagala mu bantu b'ekitundu.,Ebyeshongoro bye bikaba nibireeta obusingye na rukundo omu bantu b'ekyanga ekyo.,Wee ne okelo kuc ki maa itwok piny eni,Etopolorit aiwo ke aipuc ka amina nejaas itunga lu atutubet.,Ongo erivile 'diyi otu asianzu azini leta 'ba angu 'da ma alea 'diyi ma eselea
SALT-DEV-0029,dev,Many girls carry out an abortion secretly.,Abawala abasinga bagyamu embuto mu kyama.,"Abaishiki abaingi, nibeihamu enda kyesherekye.",Anyira mapol gi onyo ic i wii alii,Ipu apesur nu elemunenete akoikes eililinga.,Ezoanzi karakara eyi anzi eyi ofu zizaru
SALT-DEV-0030,dev,We have to look for remedies,Tuyina okunoonya eky'okukola okutereeza embeera.,Twine kutunga oburyo bw'okukimaraho.,Omyero wanong diro me cobo peko,Ejai oni amoun iwaitin.,Le ama ma esu geri e'yo aza kozu 'diyi ra.
SALT-DEV-0031,dev,Victoria Sekitooleko will deputize Karuhanga for the next three years.,Victoria Sekitooleko yajja okumyuka Karuhanga okumala emyaka esatu egiddako.,Victoria Sekitooleko niwe araakore nk'omuhwezi wa Karuhanga kumara emyaka eshatu eraakurateho.,Victoria Sekitooleko obibedo lalub kor Karuhanga pi mwaka adek,Victoria Sekitooleko ngesi ebuni araun atupiton naka Karuhanga kanu ikar iuni.,Victoria Sekitooleko ni nga ovu Karuhanga ma endruru ni
SALT-DEV-0032,dev,Nambooze accused the media of bringing friction in the Democratic Party.,Nambooze yanenya emikutu gy'empuliziganya nti gye gyali gireeseewo obukuubagano mu DP.,Namboozi navunaana ab'amahurire okureetaho okwahukana omu nkora eya dimokuraase,Nambooze okok I kom lucoo lok angea pi kelo telle I dul me Democratic Party.,Abu Namboeze kitoron arotak iyemuto kanu ayangaunun ingungeta kopate loka DP.,Nambozee too 'ba osisia ni 'diyi trikitriki ejiza amuti Democratic party ni ma alia si
SALT-DEV-0033,dev,The truck driver ran away.,Omuvuzi wa loole yadduse.,Omuvuugi wa rukururana atorokire.,Ladwo lori ne oringo.,Abu ederepa loka amotoka ngon koker.,Ba lori ma derevaruri apa ra
SALT-DEV-0034,dev,What is the purpose of having associations?,Kigendererwa ki eky'okuba n'ebibiina?,Omugasho gw'okugira ebibiina ni guuha?,Pingo pire tek me bedo ki karacel ki jo mukene.,Inyoin bo alosikinet naka ajaut keda atukona?,Asisile 'bani ovuzu amuti 'ba ecizu 'diyi pieri a'dini?
SALT-DEV-0035,dev,We closed the meeting with a prayer.,Olukungaana twaluggalawo n'okusaba.,Tukahendera orukiiko n'eshaara.,Waloro yub me cokke ki lega.,Apotu sio agolokisi airiamunet ngin keda ailip.,Ama opi dri fuza nderi ma ti Mungu zizasi.
SALT-DEV-0036,dev,Family is the foundation of the community.,Amaka gwe musingi gw'ekitundu.,Eka niyo ntandikwa y'ekyaro.,Gang obedo guti me kabedo wa,Erai ekale abwoetait na ateker.,Famila eri ongulumu eyi ma eti e'doza ni.
SALT-DEV-0037,dev,You can’t be both.,Tosobola kuba byombi.,Torikubasa kuba byoona.,Pe oromo bedo aryo weng.,Mam jo ipedori araut kesi kere.,Mi econi ovu pari iri tro ku
SALT-DEV-0038,dev,The police should arrest all the terrorists.,Poliisi esaanidde okukwata abatujju bonna.,Poriisi eshemraire kukwata abazigu boona,Abili myero omak lulweny alibo ne weng.,Ibusakinit ipolisin aikamar lukodwaratau kere.,Polisi (arumadri) ma obii 'ba aribo ru 'di yi dria
SALT-DEV-0039,dev,A small crowd of curious onlookers is surrounding us.,Abantu abatonotono abaagala okumanya ekigenda mu maaso batwetoolodde era batutunuulidde.,Oruteerane rw'abantu bakye barikureeba kimwe baatwehinguririza.,Wel dano moko manok magimito ngeyo ngo ma obutimme tye kagurre I ngetwa.,Eutasi itunga luekotosi ajenun asesen oni kolukunitos oni.,O'bi kalafe were 'ba ndrepi asisile e'yo vuti nizani pie 'diyi ce am agei kuru
SALT-DEV-0040,dev,The roads will be public.,Enguudo zijja kuba za lukale.,Enguuto niziija kuba eza boona.,Gudi obi bedo pa lwak,Epote irotin araut lu itunga.,Nzila 'da eyi nga adri o'bi eyini
SALT-DEV-0041,dev,Winning a case requires a person to present undoubted evidence to the court.,Okuwangula omusango kyetaagisa omuntu okuwa kkooti obujjulizi obutabuusibwabuusibwa.,"Okusinga orubanja, nikyetenga omuntu okureeta obujurizi omu kooti, obuteine kihakanisa.",Loyo lok i lukiko mito nongo ngati okelo caden ma ocwiny,Aitelekar emusago ekot itunganan aijaikin ajenanut na mam edieket ejai abuonokin toma.,Eri le 'ba azi ma eji afa azi e'dapi kini e'yo azi 'ye i ra ada agata kokoru ri kotia ecozu kesi ndezu beni.
SALT-DEV-0042,dev,Very few people have joined cotton farming.,Abantu batono nnyo abeenyigidde mu kulima ppamba.,Abantu bakye nibo beejumbire omukuhinga pamba.,Dano manok odonyo ipito pama,Ikidioko itunga lu alomasi akoru epaba.,Ba were eyi fi pamba ma 'yata alea ni.
SALT-DEV-0043,dev,Refugees should not be segregated.,Abanoonyiboobubudamu tebalina kusosolebwa.,Empungi tizishemereire kushororwa.,Omyero pe ki koo luring ayella i kom dano mukene,Mam ekoto agitarit ikerai.,Le 'ba ma gbu emunyale eyi kala ku
SALT-DEV-0044,dev,The city authority has made it a priority to install street lights.,Ekitongole ekivunaanyizibwa ku kibuga kikulembezza okuteekawo ebitaala by'oku nguudo.,Akakiiko k'orurembo kebembeize omurimo gw'okuta amataara aha nguuto.,Luloc me city oketo macalo lok ma pire tek tutwal pi neno ni gudi ducu tye ka mac ma menyo piny idye wor,Ibwanakinete kwana apedorosio nuka esite akimian nu orotin.,Drice'ba aku ambori ni 'diyi 'ba eri e'yo okporu ni ru aci nzila 'diyi osuzu
SALT-DEV-0045,dev,The supporters reacted violently towards the arrest of their favorite politician.,Abawagizi baayoleka ebikolwa eby'obukambwe bwe baakwata munnabyabufuzi gwebaagala.,Abahagizi bakashuuga kubikubi ahabw'okukwata ow'eby'obutegyeki ou baabaire nibenda.,Lucwak guero lweny i ngee mak pa lacung iwi bye ma cwinygi maro.,Apotu egangitok konyunyurikinos nekamarere abwoan loeminasi kesi noi.,Ba atita fe'ba 'diyi eca adraa si 'ba ni yi ma 'ba politiki ni yini lele ri bizu ma e'yo si
SALT-DEV-0046,dev,Such issues affect a student's performance.,Ebintu ng'ebyo bikosa ensoma y'omuyizi.,Eshonga nk'ezo nizireetera omwana oburemeezi omu kwega.,Kodi jami eni balo kit ma latin timo kwede i gang kwan,Iboro kwangul itolitolete eswamae lo idwe.,E'yo 'dile 'diyi eco sukulu mva ma agata eza ra
SALT-DEV-0047,dev,The new leaders have been revealed.,Abakulembeze abapya bamanyisiddwa.,Ababembezi abatsya bamanyirwe.,Kinyuto lutela manyen.,Etijenar engarenok luitetiak.,Ba ece drice'ba o'di 'diyi ra
SALT-DEV-0048,dev,His wife is very calm.,Mukyala we mukkakkamu nnyo.,Omukazi we n'omucureezi.,Dako mege obedo dano mamwol.,Inapakina akeberu noi.,Eri vile okuri 'ba e'yere ni
SALT-DEV-0049,dev,The Alliance for National Transformation Coordinator will not have his signature on the petition.,Omukwanaganya wa Alliance for National Transformation tajja kuteeka mukono ku kiwandiiko.,Omuhikaanisa w'ekibiina ky'obutegyeki ekya Alliance for National Transformation taraate mukono aha kihandiiko.,Lakub kin dano ma I dul pa lucungu iwi bye ma kilwongo ni Alliance for National Transformation pe obiketo cinge I waraga me koko meno,Mam acamanar naka Atukot Naka Aijulakin Kakwapuwoko ebuni aicikakin akan.,Ba e'yo azi ngazani 'diyi otupi amuti Alliance for National Transformation niriari ngani dri ti e'yo o'bi yini asi ecezau ri ma dria ku
SALT-DEV-0050,dev,The teachers will help improve school performances.,Abasomesa bajja kuyamba okutumbula enkola z'essomero.,Abegyesa nibeija kwongyera kuhwera amashomero kukora gye.,Lupwonye eni gubi konyo lutino me timo maber,Epote isisianakinak aikeun adoketait na isomeroi.,Imba'ba eyi nga mu azakoma fe agata sukulu eyi ma alea 'diyi ma omgbo otuzu
SALT-DEV-0051,dev,They were told to submit the report to the district officials.,Baagambiddwa okuwaayo alipoota eri abakungu ba disitulikiti.,Bakagambirwa ngu baheereze ripooti omu bakungu ba disiturikiti.,Kilegogi me cwalo adwoki me tic gi bot lutic me distrik,Aponi kes olimokinai aijukar eripoti kec nejaas eswamak lu edisitrikt.,Ba ai eyi kokobi eyini e'yo sizu e'yo i'yepiri ma dria ri fezu azi'ba distrikiti ni 'diyi vu
SALT-DEV-0052,dev,Do not use an air conditioner it consumes more fuel.,Tokozesa byuma bya mpewo (air conditioner) kubanga binywa amafuta mangi.,Otakakozesa ekyooma ekiri kutastyamu kandi kikashohoza omuyaga ahabukuba nikitwaara amajuuta miingyi,Pe itii ki tenge makelo ngico onyo lyeto I motoka pien camo moo madwong kato.,Sirikitosom acuma naka ekwam naarai emasi akinyet naepol.,Mi ma ayu oli ondiza e'dele mutukaria yi ma alia ri ku eri odu mvu angiri
SALT-DEV-0053,dev,"People, especially women, compete to get water.","Abantu, naddala abakyala, bafuba okufuna amazzi.",Abantu n'amunonga abakazi nibaba nibarwanira omugisha gw'okutunga amaizi.,"Dano, tutwalle mon, gilwenyo pi nongo pii.","Itunga, kacut angor, emariete adumun akipi.","O'bi eyi, tutuni oku eyi ebaka se yi esuzu."
SALT-DEV-0054,dev,Everyone came to help him when the accident occurred.,"Bwe yagwa ku kabenje, buli omu yajja okumuyamba.",Buriomwe ayijiire kumuyamba obu yabwiine obuvune.,Dano weng obino me konye I ngee nongo can me gudu.,Apotu itunga kere kopotu aingarakin ngesi neatakanuna akangas.,Ba dria emu eri ma aza ko drileonzi ni i 'yezurisi
SALT-DEV-0055,dev,Uganda Breweries is mindful of the scarcity of water during this time.,Uganda Breweries efaayo nnyo ku bbula ly'amazzi mu kiseera kino.,Eikorero ry'amaaarwa erya Uganda Breweries nirimanya eibura ry'amaizi eririkukira kubaho obwire obu.,Dukl ma jubu kongo I Uganda  gitye ki ngec ni can pii tye I kare ni,Ejeni erionget loka aitolom imaten epone loikidiokoto kwana akipi.,Amuti Uganda Breweries niri ma dria e'yo yii ni ovuzu ewaru sawa 'di ma aliari ra
SALT-DEV-0056,dev,"Without this information, there would be a high spread of the virus.","Awatali bubaka buno, wandibaddewo ensaasaana y'akawuka eya waggulu.","Kuri hatabaireho okumanyisibwa oku, akakooko kakabaire nikajanjara munonga.","Labongo ngec eni, wel joo ma nongo two corona onongo twero bedo dit tutwal","Arai omamete akiro nu, ti adeka na ewear noi.","O'duko 'di koko, azo 'di ma ereta ma omgbo ni ta adri uru"
SALT-DEV-0057,dev,She bought oranges and mangoes.,Yagula emiyembe n'emikyungwa.,Akagura emichungwa n'emiyembe.,En owilo macungwa ki muyeme.,Abu ngesi kogwel imucugai keda imweben.,Je ndima piyi mengu pie
SALT-DEV-0058,dev,All people leaving and accessing the hospital must wash their hands.,Abantu bonna abafuluma n'abayingira eddwaliro balina okunaaba engalo zaabwe.,"Abantu abarikuruga omwirwariro n'okuzayo, bashemereire kunaaba engaro zaabo.",Dano matye ka aa onyo donyo iot yat omyero gulwok cing gi,Itunga kere lu elosete ka anyoun adekis ekot ailo akanin kec.,Le 'ba dria fipi arojoa azini fupi arojoa si 'diyi ma oji eyi ma dri ra
SALT-DEV-0059,dev,Improper disposal of phone batteries has a negative impact on the environment.,Okumala gasuulasuula amanda g'amasimu kirina obulabe bwe kiteeka ku bintu ebitwetoolodde.,Okunaganaga amanda g'esimu nikishiisha ebyobuhangwa.,Bolo battery cim ata balo kabedo ma orumu wa,Aicak abaturen koipone kaloerono ebuni amunar ejautene loka akwap.,E'yo betru simu viler 'diyi o'bezu kilili ku ri ni e'yo onzi iji angu ama ageyia 'diy ma dria
SALT-DEV-0060,dev,The producer asserts that high-quality blood dissolves.,Omukozi agamba nti ovaamu omusaayi mungi.,Orikukakora naakihamya ngu eshagama nungi neehwerera.,Layub ne waco ni remo me rwom mamalo meno loo.,Ebala eswamaunan ekiya ngol ebe eliaros do aokot ngun.,Agu aro nde edepiri ma egata kini ari onyiruri ma aleni I ayura.
